"","X","Month_Year","Mean_Temperature","state","observation_count_sum","presence_count","observation_per_min_avg","common_name","obs_per_min_log10","Month","Year","Season"
"210",75,2016-03-01,30.3309216589862,"Maine",7548,885,0.500771031509363,"Red-Winged Blackbird",-0.300360802041063,3,2016,2
"211",76,2016-04-01,38.6413023255814,"Maine",7610,1280,0.189390287705037,"Red-Winged Blackbird",-0.722642296210573,4,2016,2
"212",77,2016-05-01,53.6062790697674,"Maine",15072,2316,0.138262188101358,"Red-Winged Blackbird",-0.859296574367905,5,2016,2
"213",78,2016-06-01,61.366625,"Maine",6977,1153,0.139152233014989,"Red-Winged Blackbird",-0.856509820028419,6,2016,3
"214",79,2016-07-01,68.0245086271568,"Maine",6243,788,0.142657423337821,"Red-Winged Blackbird",-0.845705624422107,7,2016,3
"215",80,2016-08-01,67.7109970674487,"Maine",3047,287,0.162574661407928,"Red-Winged Blackbird",-0.788947141818429,8,2016,3
"216",81,2016-09-01,60.2336976744186,"Maine",609,68,0.693306708263026,"Red-Winged Blackbird",-0.159074597655662,9,2016,4
"217",82,2016-10-01,47.6383945986497,"Maine",2888,95,1.08909813601542,"Red-Winged Blackbird",0.0370670147509322,10,2016,4
"218",83,2016-11-01,38.0006976744186,"Maine",493,60,0.151756038513498,"Red-Winged Blackbird",-0.818854018928721,11,2016,4
"219",84,2016-12-01,21.5899527930763,"Maine",17,11,0.0535518032305958,"Red-Winged Blackbird",-1.27122590074413,12,2016,1
"220",85,2017-01-01,22.7212903225807,"Maine",10,3,0.0947712418300654,"Red-Winged Blackbird",-1.02332342858262,1,2017,1
"221",86,2017-02-01,21.3239285714286,"Maine",1439,117,0.555243317796364,"Red-Winged Blackbird",-0.255516659365042,2,2017,1
"222",87,2017-03-01,23.2326209677419,"Maine",4503,520,0.442605498147407,"Red-Winged Blackbird",-0.353983195469202,3,2017,2
"223",88,2017-04-01,42.9486097560976,"Maine",13119,1837,0.197916887688135,"Red-Winged Blackbird",-0.703517147092968,4,2017,2
"224",89,2017-05-01,51.6045852534562,"Maine",16250,2562,0.14210126716194,"Red-Winged Blackbird",-0.847402049314019,5,2017,2
"225",90,2017-06-01,62.1273571428571,"Maine",8648,1334,0.136946016081348,"Red-Winged Blackbird",-0.863450597357104,6,2017,3
"226",91,2017-07-01,66.3199758064516,"Maine",6903,902,0.159467666814778,"Red-Winged Blackbird",-0.797327359925906,7,2017,3
"227",92,2017-08-01,64.4189722430608,"Maine",9756,423,0.518187433396271,"Red-Winged Blackbird",-0.28551312333173,8,2017,3
"228",93,2017-09-01,62.1059333333333,"Maine",3524,99,0.60605010960564,"Red-Winged Blackbird",-0.217491465890619,9,2017,4
"229",94,2017-10-01,52.8098759305211,"Maine",3014,149,0.705627657451894,"Red-Winged Blackbird",-0.151424405139077,10,2017,4
"230",95,2017-11-01,33.3577142857143,"Maine",1147,78,0.468867711908115,"Red-Winged Blackbird",-0.328949673473456,11,2017,4
"231",96,2017-12-01,17.4568433179723,"Maine",44,13,0.102295589026358,"Red-Winged Blackbird",-0.990143092610551,12,2017,1
"232",97,2018-01-01,15.6477188940092,"Maine",6,5,0.1175,"Red-Winged Blackbird",-0.929962133392245,1,2018,1
"233",98,2018-02-01,22.9663675958188,"Maine",363,92,0.292164697827504,"Red-Winged Blackbird",-0.534372260903192,2,2018,1
"234",99,2018-03-01,29.743995601173,"Maine",6515,666,0.48545564290081,"Red-Winged Blackbird",-0.313850446339875,3,2018,2
"235",100,2018-04-01,37.6491363636364,"Maine",10681,1659,0.251418289353854,"Red-Winged Blackbird",-0.599603132869056,4,2018,2
"236",101,2018-05-01,54.6090570719603,"Maine",21121,3713,0.150304516027513,"Red-Winged Blackbird",-0.82302797046855,5,2018,2
"237",102,2018-06-01,60.1171428571429,"Maine",12130,2253,0.159808436639788,"Red-Winged Blackbird",-0.796400297053385,6,2018,3
"238",103,2018-07-01,69.756384096024,"Maine",9061,1224,0.168972725539807,"Red-Winged Blackbird",-0.77218339067325,7,2018,3
"239",104,2018-08-01,69.1075806451613,"Maine",2293,304,0.137196998228648,"Red-Winged Blackbird",-0.862655390575297,8,2018,3
"240",105,2018-09-01,59.308,"Maine",4270,105,1.58182843113583,"Red-Winged Blackbird",0.199159377106241,9,2018,4
"241",106,2018-10-01,43.0893790322581,"Maine",10186,180,3.94802814567301,"Red-Winged Blackbird",0.596380240113837,10,2018,4
"242",107,2018-11-01,29.915512195122,"Maine",1138,131,0.339842844256223,"Red-Winged Blackbird",-0.468721870166478,11,2018,4
"243",108,2018-12-01,21.4908755760369,"Maine",8,4,0.0128476498357964,"Red-Winged Blackbird",-1.89117630865115,12,2018,1
"244",109,2019-01-01,15.2782488479263,"Maine",2,2,0.0333333333333333,"Red-Winged Blackbird",-1.47712125471966,1,2019,1
"245",110,2019-02-01,17.2072591362126,"Maine",14,8,0.0493982027990344,"Red-Winged Blackbird",-1.30628885125166,2,2019,1
"246",111,2019-03-01,25.1515668202765,"Maine",8892,814,0.786378758950362,"Red-Winged Blackbird",-0.104368225841274,3,2019,2
"247",112,2019-04-01,39.7210714285714,"Maine",17004,2229,0.356909095207607,"Red-Winged Blackbird",-0.447442384663713,4,2019,2
"248",113,2019-05-01,49.2958664666167,"Maine",22120,4108,0.149050326326163,"Red-Winged Blackbird",-0.826667068799435,5,2019,2
"249",114,2019-06-01,60.5943783783784,"Maine",12407,2498,0.162915746982599,"Red-Winged Blackbird",-0.788036935966949,6,2019,3
"250",115,2019-07-01,69.5159193548387,"Maine",9571,1415,0.159013212429339,"Red-Winged Blackbird",-0.798566788593016,7,2019,3
"251",116,2019-08-01,65.6303870967742,"Maine",4532,425,0.202674771178257,"Red-Winged Blackbird",-0.693200308633008,8,2019,3
"252",117,2019-09-01,56.813075,"Maine",6433,122,0.781351575556696,"Red-Winged Blackbird",-0.107153507777457,9,2019,4
"253",118,2019-10-01,46.8891935483871,"Maine",4001,131,1.77820083183321,"Red-Winged Blackbird",0.249980809070304,10,2019,4
"254",119,2019-11-01,30.699125,"Maine",7390,92,1.46176616076785,"Red-Winged Blackbird",0.164877903941512,11,2019,4
"255",120,2019-12-01,23.657617866005,"Maine",20,11,0.126598206018771,"Red-Winged Blackbird",-0.897572448518259,12,2019,1
"256",121,2020-01-01,21.7778769692423,"Maine",48,10,0.343647963147963,"Red-Winged Blackbird",-0.463886225874583,1,2020,1
"257",122,2020-02-01,20.6212466843501,"Maine",427,78,0.273204912945599,"Red-Winged Blackbird",-0.563511495158957,2,2020,1
"258",123,2020-03-01,30.7068894009217,"Maine",9647,1285,0.288298194439362,"Red-Winged Blackbird",-0.540158077512858,3,2020,2
"259",124,2020-04-01,38.6657073170732,"Maine",12492,2517,0.179328571153849,"Red-Winged Blackbird",-0.746350511854756,4,2020,2
"260",125,2020-05-01,52.1269949066214,"Maine",27647,5317,0.149434653591382,"Red-Winged Blackbird",-0.825548678836792,5,2020,2
"261",126,2020-06-01,63.5568604651163,"Maine",13895,2566,0.154543028149763,"Red-Winged Blackbird",-0.810950582346924,6,2020,3
"262",127,2020-07-01,69.7661774193548,"Maine",9636,1631,0.146696031148717,"Red-Winged Blackbird",-0.833581635805852,7,2020,3
"263",128,2020-08-01,66.7509429280397,"Maine",6419,403,0.381725607424391,"Red-Winged Blackbird",-0.418248705154181,8,2020,3
"264",129,2020-09-01,58.1116153846154,"Maine",4479,170,0.595302855042676,"Red-Winged Blackbird",-0.225262034588669,9,2020,4
"265",130,2020-10-01,45.8288248847926,"Maine",6468,338,0.429785583131864,"Red-Winged Blackbird",-0.366748156716353,10,2020,4
"266",131,2020-11-01,37.8006428571429,"Maine",1442,146,0.274619705023915,"Red-Winged Blackbird",-0.561268303675675,11,2020,4
"267",132,2020-12-01,27.739551534225,"Maine",35,18,0.0641315931258963,"Red-Winged Blackbird",-1.19292797141612,12,2020,1
"268",133,2021-01-01,22.258615263572,"Maine",54,16,0.113271764601571,"Red-Winged Blackbird",-0.94587833379015,1,2021,1
"269",134,2021-02-01,18.595521978022,"Maine",89,31,0.0733081817643706,"Red-Winged Blackbird",-1.13484755200521,2,2021,1
"270",135,2021-03-01,30.0877419354839,"Maine",0,0,0,"Red-Winged Blackbird",-Inf,3,2021,2
"271",1,2010-01-01,21.3344899738448,"Maine",0,0,0,"Wood Duck",-Inf,1,2010,1
"272",2,2010-02-01,25.6824017857143,"Maine",0,0,0,"Wood Duck",-Inf,2,2010,1
"273",3,2010-03-01,35.7316612903226,"Maine",24,8,0.0671916706919994,"Wood Duck",-1.17268456023047,3,2010,2
"274",4,2010-04-01,46.0832,"Maine",142,50,0.0713848285048285,"Wood Duck",-1.14639407949495,4,2010,2
"275",5,2010-05-01,55.9773599320883,"Maine",207,71,0.0451803228783754,"Wood Duck",-1.34505066974599,5,2010,2
"276",6,2010-06-01,61.9116578947368,"Maine",241,40,0.0840827573077496,"Wood Duck",-1.07529305502089,6,2010,3
"277",7,2010-07-01,70.1997820401046,"Maine",199,43,0.089487355698905,"Wood Duck",-1.04823832488667,7,2010,3
"278",8,2010-08-01,66.4344168734491,"Maine",251,30,0.188809082892416,"Wood Duck",-0.723977117266904,8,2010,3
"279",9,2010-09-01,59.7839512195122,"Maine",368,67,0.120602080460111,"Wood Duck",-0.918645200284153,9,2010,4
"280",10,2010-10-01,46.303768686074,"Maine",165,40,0.354273211321102,"Wood Duck",-0.450661685982589,10,2010,4
"281",11,2010-11-01,35.7273902439024,"Maine",11,4,0.145,"Wood Duck",-0.838631997765025,11,2010,4
"282",12,2010-12-01,24.9217062818336,"Maine",0,0,0,"Wood Duck",-Inf,12,2010,1
"283",13,2011-01-01,16.7677419354839,"Maine",1,1,0.0166666666666667,"Wood Duck",-1.77815125038364,1,2011,1
"284",14,2011-02-01,16.8825568181818,"Maine",1,1,0.00952380952380952,"Wood Duck",-2.02118929906994,2,2011,1
"285",15,2011-03-01,27.7178110599078,"Maine",150,26,0.194014032082011,"Wood Duck",-0.712166858547068,3,2011,2
"286",16,2011-04-01,40.4512857142857,"Maine",430,102,0.100469119511146,"Wood Duck",-0.997967403783332,4,2011,2
"287",17,2011-05-01,53.0574508261212,"Maine",170,87,0.0330086789574189,"Wood Duck",-1.48137185625083,5,2011,2
"288",18,2011-06-01,61.168175,"Maine",316,57,0.0954887183711216,"Wood Duck",-1.02004793562661,6,2011,3
"289",19,2011-07-01,68.8701382488479,"Maine",176,39,0.0653606423676166,"Wood Duck",-1.18468368818708,7,2011,3
"290",20,2011-08-01,65.6202258064516,"Maine",354,54,0.145329514205176,"Wood Duck",-0.837646178167209,8,2011,3
"291",21,2011-09-01,59.9234418604651,"Maine",223,51,0.181863534310316,"Wood Duck",-0.740254373148919,9,2011,4
"292",22,2011-10-01,48.4621198156682,"Maine",180,42,0.06985804683402,"Wood Duck",-1.15578356099819,10,2011,4
"293",23,2011-11-01,39.5659285714286,"Maine",18,9,0.0192918871252205,"Wood Duck",-1.71462528775354,11,2011,4
"294",24,2011-12-01,27.0168421052632,"Maine",0,0,0,"Wood Duck",-Inf,12,2011,1
"295",25,2012-01-01,19.3785314091681,"Maine",2,2,0.35,"Wood Duck",-0.455931955649724,1,2012,1
"296",26,2012-02-01,22.746497277677,"Maine",0,0,0,"Wood Duck",-Inf,2,2012,1
"297",27,2012-03-01,34.9326036866359,"Maine",236,67,0.130217986191378,"Wood Duck",-0.885329025259546,3,2012,2
"298",28,2012-04-01,43.0157073170732,"Maine",466,134,0.0990193207401797,"Wood Duck",-1.00428005719867,4,2012,2
"299",29,2012-05-01,54.5073306451613,"Maine",325,105,0.0735070753187863,"Wood Duck",-1.13367085650738,5,2012,2
"300",30,2012-06-01,60.9658108108108,"Maine",276,70,0.102539611509144,"Wood Duck",-0.989108332299898,6,2012,3
"301",31,2012-07-01,68.579331797235,"Maine",179,44,0.0655114027406808,"Wood Duck",-1.18368310128528,7,2012,3
"302",32,2012-08-01,68.1135161290322,"Maine",299,43,0.150884920996118,"Wood Duck",-0.821354160193914,8,2012,3
"303",33,2012-09-01,56.7582142857143,"Maine",286,76,0.107409946033361,"Wood Duck",-0.968955501621484,9,2012,4
"304",34,2012-10-01,48.9037419354839,"Maine",311,47,0.159445466700043,"Wood Duck",-0.797387823960337,10,2012,4
"305",35,2012-11-01,33.6533846153846,"Maine",14,11,0.0820313524858979,"Wood Duck",-1.08602012799163,11,2012,4
"306",36,2012-12-01,25.5376370967742,"Maine",1,1,0.0666666666666667,"Wood Duck",-1.17609125905568,12,2012,1
"307",37,2013-01-01,17.0768528717545,"Maine",0,0,0,"Wood Duck",-Inf,1,2013,1
"308",38,2013-02-01,20.7824642857143,"Maine",2,2,0.0227777777777778,"Wood Duck",-1.64248864838357,2,2013,1
"309",39,2013-03-01,30.9513690007868,"Maine",317,65,0.128137700816965,"Wood Duck",-0.892323072848163,3,2013,2
"310",40,2013-04-01,39.8869302325581,"Maine",1255,198,0.131235810264766,"Wood Duck",-0.881947643021877,4,2013,2
"311",41,2013-05-01,52.925,"Maine",514,210,0.0499041609137095,"Wood Duck",-1.30186324222176,5,2013,2
"312",42,2013-06-01,62.0773720930233,"Maine",212,59,0.0892425836076909,"Wood Duck",-1.04942786521113,6,2013,3
"313",43,2013-07-01,69.2544767899292,"Maine",289,53,0.122661474841501,"Wood Duck",-0.911291817802164,7,2013,3
"314",44,2013-08-01,64.5759638080252,"Maine",696,71,0.200673882341874,"Wood Duck",-0.697509147158258,8,2013,3
"315",45,2013-09-01,57.6220769230769,"Maine",442,85,0.139935632628525,"Wood Duck",-0.85407168448226,9,2013,4
"316",46,2013-10-01,48.2460887096774,"Maine",398,77,0.188656982800318,"Wood Duck",-0.724327115533101,10,2013,4
"317",47,2013-11-01,33.1760714285714,"Maine",47,11,0.0914285714285714,"Wood Duck",-1.03891806603037,11,2013,4
"318",48,2013-12-01,18.2054753820034,"Maine",3,3,0.0319474058280028,"Wood Duck",-1.4955644013655,12,2013,1
"319",49,2014-01-01,15.470590086546,"Maine",0,0,0,"Wood Duck",-Inf,1,2014,1
"320",50,2014-02-01,16.5066836734694,"Maine",0,0,0,"Wood Duck",-Inf,2,2014,1
"321",51,2014-03-01,19.2671597167585,"Maine",180,39,0.246930531751504,"Wood Duck",-0.607425208361246,3,2014,2
"322",52,2014-04-01,39.6270909090909,"Maine",2947,347,0.313386165729709,"Wood Duck",-0.503920179149688,4,2014,2
"323",53,2014-05-01,52.5377569392348,"Maine",1146,329,0.062044141223533,"Wood Duck",-1.20729922229452,5,2014,2
"324",54,2014-06-01,62.2777142857143,"Maine",476,99,0.0854124833215551,"Wood Duck",-1.06847865107367,6,2014,3
"325",55,2014-07-01,68.2382670667667,"Maine",431,85,0.0740864688839986,"Wood Duck",-1.13026110410732,7,2014,3
"326",56,2014-08-01,65.211797235023,"Maine",829,127,0.150213526243939,"Wood Duck",-0.823290958752545,8,2014,3
"327",57,2014-09-01,57.2814186046512,"Maine",934,136,0.156565726231139,"Wood Duck",-0.805303303183551,9,2014,4
"328",58,2014-10-01,49.3377944486122,"Maine",666,88,0.163341050379903,"Wood Duck",-0.786904655967249,10,2014,4
"329",59,2014-11-01,32.7658780487805,"Maine",36,16,0.0870787300084175,"Wood Duck",-1.06008791351195,11,2014,4
"330",60,2014-12-01,27.1457373271889,"Maine",0,0,0,"Wood Duck",-Inf,12,2014,1
"331",61,2015-01-01,12.4939170506913,"Maine",4,4,0.0872058823529412,"Wood Duck",-1.05945421934197,1,2015,1
"332",62,2015-02-01,5.96249169435216,"Maine",0,0,0,"Wood Duck",-Inf,2,2015,1
"333",63,2015-03-01,22.2273878835563,"Maine",113,32,0.268866567460317,"Wood Duck",-0.570463197293951,3,2015,2
"334",64,2015-04-01,38.6842857142857,"Maine",3340,463,0.243930963048283,"Wood Duck",-0.612733069602085,4,2015,2
"335",65,2015-05-01,56.8633870967742,"Maine",1048,345,0.0460684592997275,"Wood Duck",-1.33659631192391,5,2015,2
"336",66,2015-06-01,58.5139302325581,"Maine",421,110,0.0657035115038021,"Wood Duck",-1.18241141908601,6,2015,3
"337",67,2015-07-01,65.9032177419355,"Maine",420,79,0.126954371850953,"Wood Duck",-0.896352338996225,7,2015,3
"338",68,2015-08-01,67.913115656963,"Maine",660,129,0.0899958322354298,"Wood Duck",-1.0457776025503,8,2015,3
"339",69,2015-09-01,62.7765714285714,"Maine",882,124,0.196810651624189,"Wood Duck",-0.705951400739913,9,2015,4
"340",70,2015-10-01,44.2750564516129,"Maine",415,114,0.134389452036615,"Wood Duck",-0.871634816863016,10,2015,4
"341",71,2015-11-01,37.836575,"Maine",99,17,0.289775318708146,"Wood Duck",-0.537938607841148,11,2015,4
"342",72,2015-12-01,31.8889170506912,"Maine",2,2,0.022138816362054,"Wood Duck",-1.65484560211899,12,2015,1
"343",73,2016-01-01,20.9273092053501,"Maine",13,11,0.133053613053613,"Wood Duck",-0.875973327742115,1,2016,1
"344",74,2016-02-01,22.4315915119363,"Maine",3,3,0.15,"Wood Duck",-0.823908740944319,2,2016,1
"345",75,2016-03-01,30.3309216589862,"Maine",954,188,0.155015680242263,"Wood Duck",-0.809624369582862,3,2016,2
"346",76,2016-04-01,38.6413023255814,"Maine",1530,411,0.106088233593559,"Wood Duck",-0.974332781685486,4,2016,2
"347",77,2016-05-01,53.6062790697674,"Maine",1115,338,0.0695975141708846,"Wood Duck",-1.15740627190018,5,2016,2
"348",78,2016-06-01,61.366625,"Maine",611,155,0.0826002475529975,"Wood Duck",-1.08301865109681,6,2016,3
"349",79,2016-07-01,68.0245086271568,"Maine",637,114,0.0935714677235863,"Wood Duck",-1.02885655830501,7,2016,3
"350",80,2016-08-01,67.7109970674487,"Maine",1233,160,0.176617126063297,"Wood Duck",-0.7529671864087,8,2016,3
"351",81,2016-09-01,60.2336976744186,"Maine",940,152,0.182089880619709,"Wood Duck",-0.739714188818674,9,2016,4
"352",82,2016-10-01,47.6383945986497,"Maine",521,107,0.126304419044776,"Wood Duck",-0.89858145440755,10,2016,4
"353",83,2016-11-01,38.0006976744186,"Maine",34,10,0.137925118110152,"Wood Duck",-0.860356635468355,11,2016,4
"354",84,2016-12-01,21.5899527930763,"Maine",26,20,0.0772460422025639,"Wood Duck",-1.11212376295322,12,2016,1
"355",85,2017-01-01,22.7212903225807,"Maine",28,24,0.08372816997817,"Wood Duck",-1.07712840093393,1,2017,1
"356",86,2017-02-01,21.3239285714286,"Maine",36,22,0.100413284195924,"Wood Duck",-0.998208828313037,2,2017,1
"357",87,2017-03-01,23.2326209677419,"Maine",381,85,0.294810643828186,"Wood Duck",-0.530456840784492,3,2017,2
"358",88,2017-04-01,42.9486097560976,"Maine",1673,497,0.122385327384539,"Wood Duck",-0.91227064606214,4,2017,2
"359",89,2017-05-01,51.6045852534562,"Maine",871,324,0.0570250840827516,"Wood Duck",-1.24393406568923,5,2017,2
"360",90,2017-06-01,62.1273571428571,"Maine",774,162,0.0989255888657114,"Wood Duck",-1.00469135586741,6,2017,3
"361",91,2017-07-01,66.3199758064516,"Maine",787,135,0.122044058730697,"Wood Duck",-0.913483357773038,7,2017,3
"362",92,2017-08-01,64.4189722430608,"Maine",1305,207,0.138954836452842,"Wood Duck",-0.857126332598544,8,2017,3
"363",93,2017-09-01,62.1059333333333,"Maine",873,179,0.111242173345396,"Wood Duck",-0.953730534886156,9,2017,4
"364",94,2017-10-01,52.8098759305211,"Maine",409,98,0.114576146256982,"Wood Duck",-0.940905789238384,10,2017,4
"365",95,2017-11-01,33.3577142857143,"Maine",67,24,0.131616392747469,"Wood Duck",-0.880690016220547,11,2017,4
"366",96,2017-12-01,17.4568433179723,"Maine",16,10,0.117751322751323,"Wood Duck",-0.929034205554703,12,2017,1
"367",97,2018-01-01,15.6477188940092,"Maine",29,29,0.0557483859065876,"Wood Duck",-1.25376770230689,1,2018,1
"368",98,2018-02-01,22.9663675958188,"Maine",37,29,0.0866236932071662,"Wood Duck",-1.0623633040361,2,2018,1
"369",99,2018-03-01,29.743995601173,"Maine",239,84,0.226639684077011,"Wood Duck",-0.644664043869309,3,2018,2
"370",100,2018-04-01,37.6491363636364,"Maine",1837,468,0.141002587786309,"Wood Duck",-0.850772916770143,4,2018,2
"371",101,2018-05-01,54.6090570719603,"Maine",1208,435,0.0856296752105947,"Wood Duck",-1.06737570323402,5,2018,2
"372",102,2018-06-01,60.1171428571429,"Maine",1493,291,0.198088922806717,"Wood Duck",-0.703139809662993,6,2018,3
"373",103,2018-07-01,69.756384096024,"Maine",1153,236,0.100957678863642,"Wood Duck",-0.995860642928589,7,2018,3
"374",104,2018-08-01,69.1075806451613,"Maine",847,213,0.154048458851719,"Wood Duck",-0.812342642141212,8,2018,3
"375",105,2018-09-01,59.308,"Maine",934,211,0.128195267151239,"Wood Duck",-0.892128008265273,9,2018,4
"376",106,2018-10-01,43.0893790322581,"Maine",826,172,0.178470385776249,"Wood Duck",-0.748433837596393,10,2018,4
"377",107,2018-11-01,29.915512195122,"Maine",22,11,0.0833635016539358,"Wood Duck",-1.07902405127773,11,2018,4
"378",108,2018-12-01,21.4908755760369,"Maine",19,18,0.0502037884945791,"Wood Duck",-1.29926350874723,12,2018,1
"379",109,2019-01-01,15.2782488479263,"Maine",9,9,0.0863153277368964,"Wood Duck",-1.06391207612174,1,2019,1
"380",110,2019-02-01,17.2072591362126,"Maine",1,1,0.25,"Wood Duck",-0.602059991327962,2,2019,1
"381",111,2019-03-01,25.1515668202765,"Maine",862,180,0.269838578823271,"Wood Duck",-0.568895959140366,3,2019,2
"382",112,2019-04-01,39.7210714285714,"Maine",2329,629,0.176583921004274,"Wood Duck",-0.753048844003245,4,2019,2
"383",113,2019-05-01,49.2958664666167,"Maine",1940,621,0.0713990479907107,"Wood Duck",-1.14630757891203,5,2019,2
"384",114,2019-06-01,60.5943783783784,"Maine",1032,310,0.0892608866738634,"Wood Duck",-1.04933880340571,6,2019,3
"385",115,2019-07-01,69.5159193548387,"Maine",674,175,0.0796608385125989,"Wood Duck",-1.09875512650467,7,2019,3
"386",116,2019-08-01,65.6303870967742,"Maine",1067,212,0.117593154115755,"Wood Duck",-0.929617960711349,8,2019,3
"387",117,2019-09-01,56.813075,"Maine",1175,216,0.16414730718785,"Wood Duck",-0.784766237412557,9,2019,4
"388",118,2019-10-01,46.8891935483871,"Maine",784,150,0.179534568348298,"Wood Duck",-0.745851918130213,10,2019,4
"389",119,2019-11-01,30.699125,"Maine",90,36,0.161300670697038,"Wood Duck",-0.792363826787001,11,2019,4
"390",120,2019-12-01,23.657617866005,"Maine",4,3,0.0287177814575075,"Wood Duck",-1.54184911380224,12,2019,1
"391",121,2020-01-01,21.7778769692423,"Maine",10,10,0.0645564736485453,"Wood Duck",-1.19006020066525,1,2020,1
"392",122,2020-02-01,20.6212466843501,"Maine",7,6,0.0289128509876949,"Wood Duck",-1.53890908206935,2,2020,1
"393",123,2020-03-01,30.7068894009217,"Maine",662,196,0.192123147943559,"Wood Duck",-0.716420306046626,3,2020,2
"394",124,2020-04-01,38.6657073170732,"Maine",1381,502,0.0956229235123267,"Wood Duck",-1.0194379826036,4,2020,2
"395",125,2020-05-01,52.1269949066214,"Maine",2044,648,0.116378329338027,"Wood Duck",-0.934127881585674,5,2020,2
"396",126,2020-06-01,63.5568604651163,"Maine",1829,436,0.106370148533674,"Wood Duck",-0.973180234316074,6,2020,3
"397",127,2020-07-01,69.7661774193548,"Maine",2027,416,0.185735978631501,"Wood Duck",-0.731103961593278,7,2020,3
"398",128,2020-08-01,66.7509429280397,"Maine",1945,381,0.159604836157124,"Wood Duck",-0.796953953307774,8,2020,3
"399",129,2020-09-01,58.1116153846154,"Maine",2611,447,0.189410222070741,"Wood Duck",-0.722596586741816,9,2020,4
"400",130,2020-10-01,45.8288248847926,"Maine",1375,272,0.255322484548444,"Wood Duck",-0.592910938092972,10,2020,4
"401",131,2020-11-01,37.8006428571429,"Maine",83,36,0.0854716969218825,"Wood Duck",-1.06817767364126,11,2020,4
"402",132,2020-12-01,27.739551534225,"Maine",11,6,0.0916958450046685,"Wood Duck",-1.0376503429824,12,2020,1
"403",133,2021-01-01,22.258615263572,"Maine",53,28,0.231756251267529,"Wood Duck",-0.634968542601469,1,2021,1
"404",134,2021-02-01,18.595521978022,"Maine",53,29,0.214536195095426,"Wood Duck",-0.668499426070811,2,2021,1
"405",135,2021-03-01,30.0877419354839,"Maine",0,0,0,"Wood Duck",-Inf,3,2021,2
