"","Month_Year","Mean_Temperature","state","observation_count_sum","presence_count","observation_per_min_avg","common_name","obs_per_min_log10"
"1",2010-01-01,21.3344899738448,"Maine",2,2,0.00188746438746439,"Red-Winged Blackbird",-2.72412123385698
"2",2010-02-01,25.6824017857143,"Maine",2,2,0.0257575757575758,"Red-Winged Blackbird",-1.58909501416359
"3",2010-03-01,35.7316612903226,"Maine",1442,137,0.278740450653015,"Red-Winged Blackbird",-0.55480000214913
"4",2010-04-01,46.0832,"Maine",1329,248,0.163720175300262,"Red-Winged Blackbird",-0.785897799013968
"5",2010-05-01,55.9773599320883,"Maine",2990,482,0.127621194559203,"Red-Winged Blackbird",-0.894077194613783
"6",2010-06-01,61.9116578947368,"Maine",2102,298,0.147834108748248,"Red-Winged Blackbird",-0.8302253525979
"7",2010-07-01,70.1997820401046,"Maine",1383,196,0.11089147000336,"Red-Winged Blackbird",-0.955101859377872
"8",2010-08-01,66.4344168734491,"Maine",305,39,0.224895922154285,"Red-Winged Blackbird",-0.648018419183967
"9",2010-09-01,59.7839512195122,"Maine",699,21,0.711635283628991,"Red-Winged Blackbird",-0.147742527275172
"10",2010-10-01,46.303768686074,"Maine",524,49,0.118302246473682,"Red-Winged Blackbird",-0.927007008357187
"11",2010-11-01,35.7273902439024,"Maine",289,20,0.252226902726903,"Red-Winged Blackbird",-0.598208593089174
"12",2010-12-01,24.9217062818336,"Maine",0,0,0,"Red-Winged Blackbird",-Inf
"13",2011-01-01,16.7677419354839,"Maine",0,0,0,"Red-Winged Blackbird",-Inf
"14",2011-02-01,16.8825568181818,"Maine",26,2,1.25208333333333,"Red-Winged Blackbird",0.0976332346271523
"15",2011-03-01,27.7178110599078,"Maine",1468,197,0.217566910505149,"Red-Winged Blackbird",-0.662407155287138
"16",2011-04-01,40.4512857142857,"Maine",2776,411,0.206424992476684,"Red-Winged Blackbird",-0.685237722560242
"17",2011-05-01,53.0574508261212,"Maine",3899,596,0.128992138082074,"Red-Winged Blackbird",-0.889436758628053
"18",2011-06-01,61.168175,"Maine",2507,360,0.130885070116993,"Red-Winged Blackbird",-0.883109890008449
"19",2011-07-01,68.8701382488479,"Maine",1310,248,0.106965368854671,"Red-Winged Blackbird",-0.970756806891912
"20",2011-08-01,65.6202258064516,"Maine",682,76,0.11983656686383,"Red-Winged Blackbird",-0.921410641345639
"21",2011-09-01,59.9234418604651,"Maine",84,21,0.0841965156250871,"Red-Winged Blackbird",-1.0747058809007
"22",2011-10-01,48.4621198156682,"Maine",577,60,0.153873466432992,"Red-Winged Blackbird",-0.812836262398616
"23",2011-11-01,39.5659285714286,"Maine",981,37,0.401507608901752,"Red-Winged Blackbird",-0.396306220067162
"24",2011-12-01,27.0168421052632,"Maine",0,0,0,"Red-Winged Blackbird",-Inf
"25",2012-01-01,19.3785314091681,"Maine",2,2,0.00330687830687831,"Red-Winged Blackbird",-2.48058178682917
"26",2012-02-01,22.746497277677,"Maine",146,25,0.189808565438754,"Red-Winged Blackbird",-0.72168419317927
"27",2012-03-01,34.9326036866359,"Maine",4784,350,0.34187906791718,"Red-Winged Blackbird",-0.466127488751091
"28",2012-04-01,43.0157073170732,"Maine",3054,529,0.193577225416688,"Red-Winged Blackbird",-0.713145739267675
"29",2012-05-01,54.5073306451613,"Maine",4344,796,0.128299160903286,"Red-Winged Blackbird",-0.891776183970077
"30",2012-06-01,60.9658108108108,"Maine",2782,519,0.115975383875014,"Red-Winged Blackbird",-0.935634181305222
"31",2012-07-01,68.579331797235,"Maine",1495,308,0.0887358580050263,"Red-Winged Blackbird",-1.05190084705899
"32",2012-08-01,68.1135161290322,"Maine",754,136,0.0903256112859328,"Red-Winged Blackbird",-1.04418909062671
"33",2012-09-01,56.7582142857143,"Maine",216,37,0.13681789350907,"Red-Winged Blackbird",-0.863857100393194
"34",2012-10-01,48.9037419354839,"Maine",1304,52,0.729954496213956,"Red-Winged Blackbird",-0.136704212015343
"35",2012-11-01,33.6533846153846,"Maine",414,49,0.122192993430414,"Red-Winged Blackbird",-0.912953695908089
"36",2012-12-01,25.5376370967742,"Maine",6,3,0.0497685185185185,"Red-Winged Blackbird",-1.30304528689931
"37",2013-01-01,17.0768528717545,"Maine",3,2,0.0177902621722846,"Red-Winged Blackbird",-1.74981765173971
"38",2013-02-01,20.7824642857143,"Maine",1,1,0.333333333333333,"Red-Winged Blackbird",-0.477121254719662
"39",2013-03-01,30.9513690007868,"Maine",2154,210,0.524880114162583,"Red-Winged Blackbird",-0.279939880790738
"40",2013-04-01,39.8869302325581,"Maine",5221,687,0.221672610019783,"Red-Winged Blackbird",-0.654287965217191
"41",2013-05-01,52.925,"Maine",7008,1121,0.166029506061423,"Red-Winged Blackbird",-0.779814724122971
"42",2013-06-01,62.0773720930233,"Maine",3272,565,0.131506395919809,"Red-Winged Blackbird",-0.881053124397566
"43",2013-07-01,69.2544767899292,"Maine",2455,372,0.144297250067239,"Red-Winged Blackbird",-0.840741945358367
"44",2013-08-01,64.5759638080252,"Maine",1805,83,0.226213394619425,"Red-Winged Blackbird",-0.645481683066289
"45",2013-09-01,57.6220769230769,"Maine",284,41,0.0972802980742443,"Red-Winged Blackbird",-1.01197510735792
"46",2013-10-01,48.2460887096774,"Maine",2019,78,0.639103843884162,"Red-Winged Blackbird",-0.194428570383442
"47",2013-11-01,33.1760714285714,"Maine",356,49,0.162403591367692,"Red-Winged Blackbird",-0.789404371068209
"48",2013-12-01,18.2054753820034,"Maine",29,9,0.196814615780133,"Red-Winged Blackbird",-0.705942653277824
"49",2014-01-01,15.470590086546,"Maine",1,1,0.25,"Red-Winged Blackbird",-0.602059991327962
"50",2014-02-01,16.5066836734694,"Maine",1,1,0.0166666666666667,"Red-Winged Blackbird",-1.77815125038364
"51",2014-03-01,19.2671597167585,"Maine",1408,174,0.43664609600558,"Red-Winged Blackbird",-0.359870418457102
"52",2014-04-01,39.6270909090909,"Maine",9177,1046,0.302326448653172,"Red-Winged Blackbird",-0.519523857447819
"53",2014-05-01,52.5377569392348,"Maine",9147,1550,0.147496262878493,"Red-Winged Blackbird",-0.831218983291309
"54",2014-06-01,62.2777142857143,"Maine",3770,635,0.1291410065463,"Red-Winged Blackbird",-0.888935832954182
"55",2014-07-01,68.2382670667667,"Maine",3470,442,0.153382810504947,"Red-Winged Blackbird",-0.814223308712644
"56",2014-08-01,65.211797235023,"Maine",2977,197,0.297644724700156,"Red-Winged Blackbird",-0.526301810252879
"57",2014-09-01,57.2814186046512,"Maine",474,56,0.216040048728188,"Red-Winged Blackbird",-0.665465733434998
"58",2014-10-01,49.3377944486122,"Maine",16905,91,8.37964977542652,"Red-Winged Blackbird",0.923225867821429
"59",2014-11-01,32.7658780487805,"Maine",968,75,0.178171951816432,"Red-Winged Blackbird",-0.749160662420877
"60",2014-12-01,27.1457373271889,"Maine",56,9,0.0723884140550807,"Red-Winged Blackbird",-1.14033093814807
"61",2015-01-01,12.4939170506913,"Maine",3,3,0.00616039426523297,"Red-Winged Blackbird",-2.21039149209926
"62",2015-02-01,5.96249169435216,"Maine",0,0,0,"Red-Winged Blackbird",-Inf
"63",2015-03-01,22.2273878835563,"Maine",1459,167,0.284775639808028,"Red-Winged Blackbird",-0.545497163734033
"64",2015-04-01,38.6842857142857,"Maine",9993,1246,0.313722298482354,"Red-Winged Blackbird",-0.503454611797398
"65",2015-05-01,56.8633870967742,"Maine",12752,1921,0.135510898278185,"Red-Winged Blackbird",-0.868025775846787
"66",2015-06-01,58.5139302325581,"Maine",4889,827,0.211359269008566,"Red-Winged Blackbird",-0.674978701745516
"67",2015-07-01,65.9032177419355,"Maine",5017,657,0.140768142080669,"Red-Winged Blackbird",-0.851495621359151
"68",2015-08-01,67.913115656963,"Maine",3377,229,0.213944171347645,"Red-Winged Blackbird",-0.669699540851168
"69",2015-09-01,62.7765714285714,"Maine",1431,77,0.337246826839121,"Red-Winged Blackbird",-0.472052127920678
"70",2015-10-01,44.2750564516129,"Maine",2415,114,0.378041669061709,"Red-Winged Blackbird",-0.422460328082901
"71",2015-11-01,37.836575,"Maine",1826,81,0.170508540664097,"Red-Winged Blackbird",-0.768253862592933
"72",2015-12-01,31.8889170506912,"Maine",15,7,0.0329931972789116,"Red-Winged Blackbird",-1.48157559614591
"73",2016-01-01,20.9273092053501,"Maine",8,7,0.0604910682221607,"Red-Winged Blackbird",-1.2183087461441
"74",2016-02-01,22.4315915119363,"Maine",374,49,0.718554453796463,"Red-Winged Blackbird",-0.143540314395154
"75",2016-03-01,30.3309216589862,"Maine",7548,885,0.500771031509363,"Red-Winged Blackbird",-0.300360802041063
"76",2016-04-01,38.6413023255814,"Maine",7610,1280,0.189390287705037,"Red-Winged Blackbird",-0.722642296210573
"77",2016-05-01,53.6062790697674,"Maine",15072,2316,0.138262188101358,"Red-Winged Blackbird",-0.859296574367905
"78",2016-06-01,61.366625,"Maine",6977,1153,0.139152233014989,"Red-Winged Blackbird",-0.856509820028419
"79",2016-07-01,68.0245086271568,"Maine",6243,788,0.142657423337821,"Red-Winged Blackbird",-0.845705624422107
"80",2016-08-01,67.7109970674487,"Maine",3047,287,0.162574661407928,"Red-Winged Blackbird",-0.788947141818429
"81",2016-09-01,60.2336976744186,"Maine",609,68,0.693306708263026,"Red-Winged Blackbird",-0.159074597655662
"82",2016-10-01,47.6383945986497,"Maine",2888,95,1.08909813601542,"Red-Winged Blackbird",0.0370670147509322
"83",2016-11-01,38.0006976744186,"Maine",493,60,0.151756038513498,"Red-Winged Blackbird",-0.818854018928721
"84",2016-12-01,21.5899527930763,"Maine",17,11,0.0535518032305958,"Red-Winged Blackbird",-1.27122590074413
"85",2017-01-01,22.7212903225807,"Maine",10,3,0.0947712418300654,"Red-Winged Blackbird",-1.02332342858262
"86",2017-02-01,21.3239285714286,"Maine",1439,117,0.555243317796364,"Red-Winged Blackbird",-0.255516659365042
"87",2017-03-01,23.2326209677419,"Maine",4503,520,0.442605498147407,"Red-Winged Blackbird",-0.353983195469202
"88",2017-04-01,42.9486097560976,"Maine",13119,1837,0.197916887688135,"Red-Winged Blackbird",-0.703517147092968
"89",2017-05-01,51.6045852534562,"Maine",16250,2562,0.14210126716194,"Red-Winged Blackbird",-0.847402049314019
"90",2017-06-01,62.1273571428571,"Maine",8648,1334,0.136946016081348,"Red-Winged Blackbird",-0.863450597357104
"91",2017-07-01,66.3199758064516,"Maine",6903,902,0.159467666814778,"Red-Winged Blackbird",-0.797327359925906
"92",2017-08-01,64.4189722430608,"Maine",9756,423,0.518187433396271,"Red-Winged Blackbird",-0.28551312333173
"93",2017-09-01,62.1059333333333,"Maine",3524,99,0.60605010960564,"Red-Winged Blackbird",-0.217491465890619
"94",2017-10-01,52.8098759305211,"Maine",3014,149,0.705627657451894,"Red-Winged Blackbird",-0.151424405139077
"95",2017-11-01,33.3577142857143,"Maine",1147,78,0.468867711908115,"Red-Winged Blackbird",-0.328949673473456
"96",2017-12-01,17.4568433179723,"Maine",44,13,0.102295589026358,"Red-Winged Blackbird",-0.990143092610551
"97",2018-01-01,15.6477188940092,"Maine",6,5,0.1175,"Red-Winged Blackbird",-0.929962133392245
"98",2018-02-01,22.9663675958188,"Maine",363,92,0.292164697827504,"Red-Winged Blackbird",-0.534372260903192
"99",2018-03-01,29.743995601173,"Maine",6515,666,0.48545564290081,"Red-Winged Blackbird",-0.313850446339875
"100",2018-04-01,37.6491363636364,"Maine",10681,1659,0.251418289353854,"Red-Winged Blackbird",-0.599603132869056
"101",2018-05-01,54.6090570719603,"Maine",21121,3713,0.150304516027513,"Red-Winged Blackbird",-0.82302797046855
"102",2018-06-01,60.1171428571429,"Maine",12130,2253,0.159808436639788,"Red-Winged Blackbird",-0.796400297053385
"103",2018-07-01,69.756384096024,"Maine",9061,1224,0.168972725539807,"Red-Winged Blackbird",-0.77218339067325
"104",2018-08-01,69.1075806451613,"Maine",2293,304,0.137196998228648,"Red-Winged Blackbird",-0.862655390575297
"105",2018-09-01,59.308,"Maine",4270,105,1.58182843113583,"Red-Winged Blackbird",0.199159377106241
"106",2018-10-01,43.0893790322581,"Maine",10186,180,3.94802814567301,"Red-Winged Blackbird",0.596380240113837
"107",2018-11-01,29.915512195122,"Maine",1138,131,0.339842844256223,"Red-Winged Blackbird",-0.468721870166478
"108",2018-12-01,21.4908755760369,"Maine",8,4,0.0128476498357964,"Red-Winged Blackbird",-1.89117630865115
"109",2019-01-01,15.2782488479263,"Maine",2,2,0.0333333333333333,"Red-Winged Blackbird",-1.47712125471966
"110",2019-02-01,17.2072591362126,"Maine",14,8,0.0493982027990344,"Red-Winged Blackbird",-1.30628885125166
"111",2019-03-01,25.1515668202765,"Maine",8892,814,0.786378758950362,"Red-Winged Blackbird",-0.104368225841274
"112",2019-04-01,39.7210714285714,"Maine",17004,2229,0.356909095207607,"Red-Winged Blackbird",-0.447442384663713
"113",2019-05-01,49.2958664666167,"Maine",22120,4108,0.149050326326163,"Red-Winged Blackbird",-0.826667068799435
"114",2019-06-01,60.5943783783784,"Maine",12407,2498,0.162915746982599,"Red-Winged Blackbird",-0.788036935966949
"115",2019-07-01,69.5159193548387,"Maine",9571,1415,0.159013212429339,"Red-Winged Blackbird",-0.798566788593016
"116",2019-08-01,65.6303870967742,"Maine",4532,425,0.202674771178257,"Red-Winged Blackbird",-0.693200308633008
"117",2019-09-01,56.813075,"Maine",6433,122,0.781351575556696,"Red-Winged Blackbird",-0.107153507777457
"118",2019-10-01,46.8891935483871,"Maine",4001,131,1.77820083183321,"Red-Winged Blackbird",0.249980809070304
"119",2019-11-01,30.699125,"Maine",7390,92,1.46176616076785,"Red-Winged Blackbird",0.164877903941512
"120",2019-12-01,23.657617866005,"Maine",20,11,0.126598206018771,"Red-Winged Blackbird",-0.897572448518259
"121",2020-01-01,21.7778769692423,"Maine",48,10,0.343647963147963,"Red-Winged Blackbird",-0.463886225874583
"122",2020-02-01,20.6212466843501,"Maine",427,78,0.273204912945599,"Red-Winged Blackbird",-0.563511495158957
"123",2020-03-01,30.7068894009217,"Maine",9647,1285,0.288298194439362,"Red-Winged Blackbird",-0.540158077512858
"124",2020-04-01,38.6657073170732,"Maine",12492,2517,0.179328571153849,"Red-Winged Blackbird",-0.746350511854756
"125",2020-05-01,52.1269949066214,"Maine",27647,5317,0.149434653591382,"Red-Winged Blackbird",-0.825548678836792
"126",2020-06-01,63.5568604651163,"Maine",13895,2566,0.154543028149763,"Red-Winged Blackbird",-0.810950582346924
"127",2020-07-01,69.7661774193548,"Maine",9636,1631,0.146696031148717,"Red-Winged Blackbird",-0.833581635805852
"128",2020-08-01,66.7509429280397,"Maine",6419,403,0.381725607424391,"Red-Winged Blackbird",-0.418248705154181
"129",2020-09-01,58.1116153846154,"Maine",4479,170,0.595302855042676,"Red-Winged Blackbird",-0.225262034588669
"130",2020-10-01,45.8288248847926,"Maine",6468,338,0.429785583131864,"Red-Winged Blackbird",-0.366748156716353
"131",2020-11-01,37.8006428571429,"Maine",1442,146,0.274619705023915,"Red-Winged Blackbird",-0.561268303675675
"132",2020-12-01,27.739551534225,"Maine",35,18,0.0641315931258963,"Red-Winged Blackbird",-1.19292797141612
"133",2021-01-01,22.258615263572,"Maine",54,16,0.113271764601571,"Red-Winged Blackbird",-0.94587833379015
"134",2021-02-01,18.595521978022,"Maine",89,31,0.0733081817643706,"Red-Winged Blackbird",-1.13484755200521
"135",2021-03-01,30.0877419354839,"Maine",0,0,0,"Red-Winged Blackbird",-Inf
